"gene_short_name","family","pval","qval","status","num_cells_expressed","use_for_ordering"
"MCOLN2","negbinomial.size",6.71762105048967e-56,2.44062312537891e-55,"OK",1205,TRUE
"COL6A2","negbinomial.size",6.36816470244619e-43,1.88438598084663e-42,"OK",2097,TRUE
"GIMAP4","negbinomial.size",6.46713956177019e-17,1.00337809080683e-16,"OK",4203,TRUE
"SLC1A5","negbinomial.size",0.0003769854371334,0.000400235640304623,"OK",3968,TRUE
"MYL12A","negbinomial.size",1.37894403018009e-15,2.01817112109353e-15,"OK",14748,TRUE
"MIR181A1HG","negbinomial.size",1.04372906785808e-49,3.4562570201285e-49,"OK",1384,TRUE
"TTC16","negbinomial.size",1.19024642612877e-42,3.50766915526265e-42,"OK",642,TRUE
"PTGER4","negbinomial.size",2.96219328696879e-76,1.38469768091278e-75,"OK",9751,TRUE
"SNAP23","negbinomial.size",1.01959496426907e-34,2.55369685623511e-34,"OK",3042,TRUE
"SYTL2","negbinomial.size",5.54092547975594e-36,1.43587423722708e-35,"OK",1698,TRUE
"RBPJ","negbinomial.size",5.71170175130292e-16,8.54391799901795e-16,"OK",2219,TRUE
"HAPLN3","negbinomial.size",1.57928920885873e-20,2.72079292614343e-20,"OK",253,TRUE
"EPS8","negbinomial.size",3.61798715464369e-12,4.68906404250894e-12,"OK",1745,TRUE
"AREG","negbinomial.size",0,0,"OK",9647,TRUE
"CITED2","negbinomial.size",9.28130155003257e-06,1.02033163010748e-05,"OK",8434,TRUE
"RPL22L1","negbinomial.size",6.11075854898965e-52,2.09057339002501e-51,"OK",8959,TRUE
"AC018529.2","negbinomial.size",2.30013240290417e-34,5.70169963645617e-34,"OK",430,TRUE
"CCDC167","negbinomial.size",8.43968013951308e-16,1.24953353055317e-15,"OK",1731,TRUE
"SH2D1A","negbinomial.size",3.69548524897784e-18,5.9817220186813e-18,"OK",3919,TRUE
"NDUFA6","negbinomial.size",3.60491541272309e-29,7.97050105014921e-29,"OK",5400,TRUE
"HIPK2","negbinomial.size",5.94544083268848e-89,3.19991592210951e-88,"OK",3551,TRUE
"PLP2","negbinomial.size",0.000634656976338691,0.000670843558322915,"OK",3643,TRUE
"MAPRE1","negbinomial.size",2.13745088008396e-38,5.85370070568448e-38,"OK",5039,TRUE
"FAM110A","negbinomial.size",3.63639240473077e-26,7.364458567564e-26,"OK",2024,TRUE
"BIN2","negbinomial.size",0.00518378644798835,0.00541340048420161,"OK",10147,TRUE
"ANKRD37","negbinomial.size",4.6519267658013e-48,1.5059745007497e-47,"OK",3296,TRUE
"CFAP20","negbinomial.size",3.44424015242585e-30,7.87203044321567e-30,"OK",2239,TRUE
"TMEM204","negbinomial.size",1.58858817637529e-12,2.0882713663988e-12,"OK",358,TRUE
"CDKN1B","negbinomial.size",8.3152094664249e-22,1.49425760834098e-21,"OK",3683,TRUE
"RIPOR1","negbinomial.size",1.43955169801797e-30,3.32522644622042e-30,"OK",483,TRUE
"ATP2B4","negbinomial.size",2.34038424773129e-27,4.91888898578408e-27,"OK",2780,TRUE
"CYBA","negbinomial.size",7.79288142518875e-13,1.03634333606587e-12,"OK",15954,TRUE
"UCP2","negbinomial.size",2.25560459327228e-70,9.84387598150417e-70,"OK",8844,TRUE
"CD109","negbinomial.size",3.55744564950586e-17,5.58328481460072e-17,"OK",125,TRUE
"BRI3","negbinomial.size",4.84687873951162e-23,9.02393131845553e-23,"OK",3522,TRUE
"DAPK2","negbinomial.size",1.49748011106437e-29,3.33816481078995e-29,"OK",808,TRUE
"ADAM28","negbinomial.size",3.22595669840206e-27,6.76702135283758e-27,"OK",534,TRUE
"PPP2R2B","negbinomial.size",2.98607564508161e-22,5.42900090040404e-22,"OK",2605,TRUE
"SNHG25","negbinomial.size",1.42598887615175e-08,1.66557343692684e-08,"OK",2266,TRUE
"AC012360.3","negbinomial.size",1.11811882807943e-18,1.83727252886688e-18,"OK",882,TRUE
"ZNF365","negbinomial.size",8.80825677390783e-25,1.71808533656529e-24,"OK",209,TRUE
"MAFF","negbinomial.size",4.56880537617135e-188,4.65245955911533e-187,"OK",8255,TRUE
"CASK","negbinomial.size",2.3439461864224e-17,3.69209824135816e-17,"OK",1558,TRUE
"CADM1","negbinomial.size",5.95872623868426e-06,6.58404340891807e-06,"OK",365,TRUE
"ECE1","negbinomial.size",4.94510564919202e-30,1.12431175608988e-29,"OK",622,TRUE
"TESPA1","negbinomial.size",1.47656056738072e-39,4.12713900856801e-39,"OK",691,TRUE
"NFKBIB","negbinomial.size",3.92345447204754e-46,1.23332938403929e-45,"OK",5946,TRUE
"RIOK3","negbinomial.size",5.41909364922331e-50,1.80000216311874e-49,"OK",4841,TRUE
"SLC25A29","negbinomial.size",8.65372406332746e-25,1.68946242064422e-24,"OK",389,TRUE
"TMEM140","negbinomial.size",9.88203336677011e-30,2.21655950077811e-29,"OK",757,TRUE
"SCX","negbinomial.size",0.000518550592846504,0.000548651822382472,"OK",270,TRUE
"APOE","negbinomial.size",3.81492842287209e-26,7.71882439291937e-26,"OK",95,TRUE
"SLC14A1","negbinomial.size",1.73312442189345e-14,2.4362585036208e-14,"OK",556,TRUE
"RIPOR2","negbinomial.size",1.22567961657133e-29,2.7435491107773e-29,"OK",4676,TRUE
"AC103591.3","negbinomial.size",1.08023240101354e-55,3.89206657441588e-55,"OK",2289,TRUE
"RBPMS2","negbinomial.size",5.31825196795456e-38,1.44191106481168e-37,"OK",197,TRUE
"PSMC4","negbinomial.size",8.30163825782304e-30,1.86786860801018e-29,"OK",3572,TRUE
"SMDT1","negbinomial.size",8.15794480292322e-37,2.15000999727102e-36,"OK",6788,TRUE
"NDUFB2","negbinomial.size",1.20587038744159e-39,3.3792414345747e-39,"OK",10087,TRUE
"PRKX","negbinomial.size",4.03934243010734e-82,2.02340270921543e-81,"OK",3414,TRUE
"WEE1","negbinomial.size",1.59046287434556e-29,3.53816817892874e-29,"OK",1234,TRUE
"HDAC4","negbinomial.size",3.26798686921732e-25,6.45561340558503e-25,"OK",1097,TRUE
"HNRNPK","negbinomial.size",1.40112830115425e-56,5.15092760203996e-56,"OK",10929,TRUE
"HERC6","negbinomial.size",1.05771500056811e-23,2.01244196160723e-23,"OK",493,TRUE
"DEDD2","negbinomial.size",5.00625790697262e-23,9.31267015456571e-23,"OK",6266,TRUE
"PER2","negbinomial.size",6.27716391723921e-35,1.58315913215021e-34,"OK",1366,TRUE
"RASGEF1A","negbinomial.size",2.76109493245404e-28,5.92951971137902e-28,"OK",635,TRUE
"LAPTM4A","negbinomial.size",1.71143596546022e-26,3.50529235985195e-26,"OK",4951,TRUE
"JMJD1C","negbinomial.size",8.87920581624426e-31,2.06199115796936e-30,"OK",6842,TRUE
"AFAP1","negbinomial.size",1.58742378348051e-08,1.85213673285058e-08,"OK",209,TRUE
"TERF1","negbinomial.size",3.53937463603777e-05,3.85386726183028e-05,"OK",3478,TRUE
"SLC3A2","negbinomial.size",5.00265695407182e-18,8.05550329130051e-18,"OK",8749,TRUE
"RBL2","negbinomial.size",5.63939828145044e-11,7.06635174608089e-11,"OK",3335,TRUE
"TBC1D19","negbinomial.size",4.36078032494065e-26,8.81503497185113e-26,"OK",918,TRUE
"HOXB-AS1","negbinomial.size",4.62319341445386e-28,9.87951380881815e-28,"OK",937,TRUE
"CDKN1C","negbinomial.size",5.86613005875125e-25,1.14937995460085e-24,"OK",1973,TRUE
"IFI27L2","negbinomial.size",1.32633070796213e-19,2.24750883247645e-19,"OK",4251,TRUE
"MYDGF","negbinomial.size",6.17786635113168e-46,1.93359193587368e-45,"OK",5415,TRUE
"PMAIP1","negbinomial.size",3.75944189762089e-85,1.94148320855708e-84,"OK",12239,TRUE
"RAB22A","negbinomial.size",2.66379933735254e-20,4.574648268185e-20,"OK",2641,TRUE
"NAMPT","negbinomial.size",1.65845615064587e-17,2.62185961424993e-17,"OK",5220,TRUE
"LGALS9B","negbinomial.size",1.43725456022595e-50,4.81081040297854e-50,"OK",372,TRUE
"SMARCA2","negbinomial.size",0.0825531562497728,0.0844612244838478,"OK",5217,TRUE
"GLRX","negbinomial.size",1.43815752124555e-22,2.63682473675536e-22,"OK",6512,TRUE
"GABPB1","negbinomial.size",1.60912545976591e-28,3.48322666889447e-28,"OK",2104,TRUE
"GNGT2","negbinomial.size",5.37318092751797e-33,1.30362745321996e-32,"OK",1420,TRUE
"CHMP2A","negbinomial.size",4.91873503096261e-26,9.91518241836237e-26,"OK",3384,TRUE
"PRRC2C","negbinomial.size",1.71510259814708e-29,3.81153436002154e-29,"OK",11189,TRUE
"P2RY11","negbinomial.size",6.65294403440962e-09,7.86817645072763e-09,"OK",718,TRUE
"HCST","negbinomial.size",9.75429349209670e-12,1.24820428226299e-11,"OK",14887,TRUE
"ARHGDIB","negbinomial.size",0.866872060924753,0.868072714748749,"OK",14254,TRUE
"EVL","negbinomial.size",1.1131705167753e-75,5.19240182986158e-75,"OK",10512,TRUE
"APOBEC3G","negbinomial.size",1.7667239021214e-27,3.72041179000127e-27,"OK",7417,TRUE
"PDCD5","negbinomial.size",1.00131386570578e-17,1.59753332662647e-17,"OK",2673,TRUE
"SRGAP3","negbinomial.size",8.12523088785632e-08,9.33454756131375e-08,"OK",197,TRUE
"SLC6A4","negbinomial.size",1.37508508274284e-33,3.37012377906127e-33,"OK",170,TRUE
"MTSS1","negbinomial.size",1.16434572649041e-31,2.76007200082807e-31,"OK",4087,TRUE
"PSMD8","negbinomial.size",1.24670844020763e-36,3.27374165473407e-36,"OK",7640,TRUE
"NUDT11","negbinomial.size",3.17565602805941e-36,8.26890507186177e-36,"OK",394,TRUE
"SAP30","negbinomial.size",1.12536621455112e-49,3.70960382881669e-49,"OK",2857,TRUE
"ATP6V1F","negbinomial.size",1.11274163570638e-29,2.49332294199084e-29,"OK",6464,TRUE
"GPSM3","negbinomial.size",1.57719196594435e-27,3.32451834220923e-27,"OK",9880,TRUE
"GRK5","negbinomial.size",1.13557449277259e-27,2.39830679145447e-27,"OK",921,TRUE
"TAPBP","negbinomial.size",1.53731321502048e-32,3.70081283393941e-32,"OK",9448,TRUE
"FAM84B","negbinomial.size",1.70394880503945e-20,2.93322615724649e-20,"OK",294,TRUE
"POLR2E","negbinomial.size",1.54235858844308e-31,3.64023479688035e-31,"OK",4300,TRUE
"AL135791.1","negbinomial.size",1.58516004243168e-11,2.01418402579632e-11,"OK",708,TRUE
"AC012306.2","negbinomial.size",1.58297425644836e-12,2.08215352470375e-12,"OK",1405,TRUE
"CDK17","negbinomial.size",6.31016857987707e-43,1.86977536198817e-42,"OK",3077,TRUE
"BAIAP2","negbinomial.size",1.10883671877782e-23,2.10601299739851e-23,"OK",845,TRUE
"BCL2L1","negbinomial.size",2.60014661274982e-31,6.11020368694947e-31,"OK",1291,TRUE
"NDUFB10","negbinomial.size",1.60233722102599e-30,3.69730790681423e-30,"OK",5488,TRUE
"MYO6","negbinomial.size",7.90762240511487e-52,2.69679764098965e-51,"OK",985,TRUE
"FSD1","negbinomial.size",8.69500676867132e-90,4.71486742031202e-89,"OK",843,TRUE
"RPGR","negbinomial.size",2.08726757679451e-18,3.39886139194242e-18,"OK",1178,TRUE
"LPAR2","negbinomial.size",1.31588960315211e-37,3.54554602389679e-37,"OK",1033,TRUE
"ANKRD13D","negbinomial.size",1.360649044055e-39,3.80806164716813e-39,"OK",6078,TRUE
"ANP32E","negbinomial.size",1.63533349621558e-23,3.08438117677531e-23,"OK",5669,TRUE
"MSN","negbinomial.size",9.88674255099119e-40,2.7849798172857e-39,"OK",9051,TRUE
"SH3BP5","negbinomial.size",0.383334981010953,0.388529707389139,"OK",4332,TRUE
"SLC2A4RG","negbinomial.size",5.86603403994238e-25,1.14937995460085e-24,"OK",3083,TRUE
"CCDC85B","negbinomial.size",3.05201053332957e-30,6.99029656472211e-30,"OK",9363,TRUE
"RILPL2","negbinomial.size",1.9069667474637e-37,5.10013671424016e-37,"OK",4349,TRUE
"DERL1","negbinomial.size",5.0578797283961e-30,1.14754614339866e-29,"OK",5835,TRUE
"NASP","negbinomial.size",1.04261018970563e-72,4.68203209414392e-72,"OK",7400,TRUE
"AL136295.5","negbinomial.size",3.22407743941465e-28,6.91693765191927e-28,"OK",1070,TRUE
"PGAM1","negbinomial.size",1.75056010421915e-08,2.0402820344177e-08,"OK",5997,TRUE
"TRIM8","negbinomial.size",4.4315471185815e-07,4.995855353536e-07,"OK",2870,TRUE
"ZNF844","negbinomial.size",4.45526008639285e-37,1.18279793480858e-36,"OK",720,TRUE
"GSN","negbinomial.size",9.70984195742797e-89,5.21303148654982e-88,"OK",1235,TRUE
"CHMP1B","negbinomial.size",1.86583677134373e-52,6.46485616141303e-52,"OK",9401,TRUE
"SSX2IP","negbinomial.size",1.55918150032322e-29,3.47214032258836e-29,"OK",1155,TRUE
"COX7C","negbinomial.size",6.70124983883039e-77,3.15293078100285e-76,"OK",13609,TRUE
"VDAC1","negbinomial.size",8.68083400570718e-30,1.95116362262993e-29,"OK",4820,TRUE
"KDELR2","negbinomial.size",7.1276245859815e-42,2.08072916917818e-41,"OK",4102,TRUE
"RPS20","negbinomial.size",5.23185735599034e-177,5.18168886079591e-176,"OK",14954,TRUE
"MORF4L2","negbinomial.size",2.81347836277343e-20,4.82787545004397e-20,"OK",3634,TRUE
"SDR42E2","negbinomial.size",3.67737146076784e-14,5.11624034535308e-14,"OK",1152,TRUE
"SPCS3","negbinomial.size",3.13366949084934e-35,8.01524661043895e-35,"OK",6108,TRUE
"HIF1A","negbinomial.size",1.82902040291241e-42,5.38282938116283e-42,"OK",3824,TRUE
"SLAMF1","negbinomial.size",0.014717656361491,0.0152229836185379,"OK",158,TRUE
"STARD7","negbinomial.size",1.65561655381753e-09,1.99059440422961e-09,"OK",6188,TRUE
"PHF19","negbinomial.size",5.663610955424e-11,7.09259362720246e-11,"OK",1388,TRUE
"PIP4K2A","negbinomial.size",0.676365562389927,0.678555460140496,"OK",10030,TRUE
"DHRS3","negbinomial.size",5.1111770422757e-86,2.67135976016771e-85,"OK",3310,TRUE
"DAZAP2","negbinomial.size",2.18287393172881e-23,4.10281937428058e-23,"OK",9547,TRUE
"SIK3","negbinomial.size",6.14899292659755e-27,1.2787311273049e-26,"OK",3900,TRUE
"UPF3A","negbinomial.size",8.09519156219668e-08,9.30496581791447e-08,"OK",3627,TRUE
"CLUH","negbinomial.size",3.16517757066526e-31,7.4219136765113e-31,"OK",554,TRUE
"BLOC1S1","negbinomial.size",3.23521825844312e-35,8.26523957899072e-35,"OK",6078,TRUE
"RAP1B","negbinomial.size",3.81666929579409e-58,1.43224147103415e-57,"OK",13174,TRUE
"KLF2","negbinomial.size",0.000474650523718609,0.000502939416680832,"OK",15635,TRUE
"TCF4","negbinomial.size",1.21440366174414e-40,3.47957931614667e-40,"OK",395,TRUE
"KLF7","negbinomial.size",1.44686386364848e-46,4.57470513156495e-46,"OK",463,TRUE
"ARNTL","negbinomial.size",1.84041002313039e-35,4.72967931299741e-35,"OK",2383,TRUE
"CD160","negbinomial.size",8.17771237588579e-17,1.26065800592013e-16,"OK",6563,TRUE
"LGALS3BP","negbinomial.size",8.43136418168472e-17,1.29883728054504e-16,"OK",140,TRUE
"RGS10","negbinomial.size",8.59233965401158e-39,2.36207664252866e-38,"OK",2838,TRUE
"MT1H","negbinomial.size",1.16860953861494e-10,1.44840805100332e-10,"OK",26,TRUE
"DDX5","negbinomial.size",5.39710252136951e-56,1.97076016310614e-55,"OK",16000,TRUE
"MAFG","negbinomial.size",2.28175964737824e-26,4.65144424357463e-26,"OK",1043,TRUE
"P4HA1","negbinomial.size",2.28293860361779e-19,3.83554905596204e-19,"OK",1075,TRUE
"AC103702.2","negbinomial.size",2.85487362391374e-33,6.95755156209989e-33,"OK",257,TRUE
"BRD7","negbinomial.size",1.26947932885934e-61,5.00636484417437e-61,"OK",5134,TRUE
"CKS2","negbinomial.size",1.50474712316551e-12,1.98286543751276e-12,"OK",4339,TRUE
"BCL3","negbinomial.size",3.89240625803036e-28,8.3425189463121e-28,"OK",3558,TRUE
"FUNDC2","negbinomial.size",2.42613982598988e-24,4.6775975845085e-24,"OK",4287,TRUE
"STAP1","negbinomial.size",1.14829655014145e-24,2.23377149529759e-24,"OK",257,TRUE
"STRADB","negbinomial.size",1.82489094006606e-10,2.25024926037708e-10,"OK",549,TRUE
"HLA-DMA","negbinomial.size",6.20149244946241e-27,1.28841351751762e-26,"OK",1763,TRUE
"AC100810.1","negbinomial.size",7.58661404526113e-43,2.24187545833398e-42,"OK",1619,TRUE
"BAALC","negbinomial.size",1.46364807055738e-63,5.93393021502608e-63,"OK",505,TRUE
"TMEM179B","negbinomial.size",1.07165479629927e-36,2.81747788263409e-36,"OK",2203,TRUE
"DDA1","negbinomial.size",1.38337702352855e-21,2.45946292133886e-21,"OK",2678,TRUE
"KIF13B","negbinomial.size",1.15308826678652e-15,1.69677642514244e-15,"OK",2736,TRUE
"DAB2","negbinomial.size",3.98704500954548e-89,2.15121906112043e-88,"OK",793,TRUE
"LIMA1","negbinomial.size",1.31984143607465e-30,3.05195743586984e-30,"OK",1142,TRUE
"LRPAP1","negbinomial.size",8.6665554567216e-32,2.06115776158214e-31,"OK",5609,TRUE
"LAMP1","negbinomial.size",5.01802933999437e-43,1.49097337512983e-42,"OK",7121,TRUE
"CEP78","negbinomial.size",8.49853320824472e-08,9.74792095646895e-08,"OK",5314,TRUE
"NCK2","negbinomial.size",4.05805496626623e-07,4.58194753869415e-07,"OK",2210,TRUE
"MIR22HG","negbinomial.size",4.11243904258928e-38,1.11777948413235e-37,"OK",2768,TRUE
"ADSS","negbinomial.size",1.37021235167478e-19,2.32005510599735e-19,"OK",2671,TRUE
"ABCG1","negbinomial.size",3.07851827485631e-31,7.22652179454905e-31,"OK",757,TRUE
"AHI1","negbinomial.size",5.05043167973959e-19,8.39416575736029e-19,"OK",1540,TRUE
"TRAPPC10","negbinomial.size",3.93647864323221e-52,1.35312554313323e-51,"OK",5279,TRUE
"H2AFX","negbinomial.size",8.46500311245571e-53,2.94712548168803e-52,"OK",9459,TRUE
"LCNL1","negbinomial.size",5.94645470127738e-21,1.03680548609893e-20,"OK",256,TRUE
"ZFC3H1","negbinomial.size",6.99795337119636e-28,1.48809420216911e-27,"OK",4116,TRUE
"RHOB","negbinomial.size",2.49039950975855e-18,4.04619965293356e-18,"OK",7683,TRUE
"IL18","negbinomial.size",2.85896462156527e-103,1.79741862729712e-102,"OK",884,TRUE
"DDOST","negbinomial.size",9.26902680450284e-24,1.77132327215565e-23,"OK",4221,TRUE
"TRA2B","negbinomial.size",5.00732505039358e-33,1.21622486386379e-32,"OK",10809,TRUE
"RAB2A","negbinomial.size",7.82952209067905e-42,2.28255825466167e-41,"OK",6714,TRUE
"HIST1H1A","negbinomial.size",2.62460107743301e-28,5.65318742497735e-28,"OK",272,TRUE
"PQLC1","negbinomial.size",3.36601014218342e-21,5.92122952019128e-21,"OK",1378,TRUE
"GSTM4","negbinomial.size",6.00294382099482e-16,8.96103588970252e-16,"OK",407,TRUE
"ZNRD1","negbinomial.size",6.81552709132105e-08,7.84653835513554e-08,"OK",4021,TRUE
"PTPN6","negbinomial.size",1.328275212071e-08,1.55395303936462e-08,"OK",3077,TRUE
"KLHL4","negbinomial.size",1.33189420461118e-37,3.58421653821546e-37,"OK",112,TRUE
"HSPB11","negbinomial.size",3.58243355810763e-11,4.51236840158853e-11,"OK",3543,TRUE
"YWHAH","negbinomial.size",8.0125859064018e-19,1.32161968296468e-18,"OK",3210,TRUE
"CXCR6","negbinomial.size",1.98556470801172e-10,2.44420536417561e-10,"OK",496,TRUE
"ISG20","negbinomial.size",8.21859675160243e-102,5.03563173848183e-101,"OK",12709,TRUE
"KRCC1","negbinomial.size",3.44333104077613e-14,4.79677907992513e-14,"OK",1444,TRUE
"IKZF3","negbinomial.size",1.34785528061432e-13,1.83061872489196e-13,"OK",4836,TRUE
"BZW1","negbinomial.size",7.14313069638674e-56,2.59087800676636e-55,"OK",11843,TRUE
"CENPF","negbinomial.size",1.29833604778468e-23,2.46161790878058e-23,"OK",401,TRUE
"GOLGA7","negbinomial.size",1.02205372297842e-25,2.03940618688151e-25,"OK",3513,TRUE
"ZNF350","negbinomial.size",1.77060794118038e-24,3.42591313507604e-24,"OK",1304,TRUE
"MADD","negbinomial.size",1.16671571364205e-31,2.7626707236786e-31,"OK",1324,TRUE
"TSIX","negbinomial.size",6.93182665846496e-12,8.91234856088352e-12,"OK",262,TRUE
"SHISA5","negbinomial.size",1.61788336403401e-22,2.96134094226984e-22,"OK",4127,TRUE
"SDE2","negbinomial.size",6.57884460038975e-39,1.81545978858084e-38,"OK",1614,TRUE
"SIN3A","negbinomial.size",1.22562878177937e-22,2.25096429100717e-22,"OK",2173,TRUE
"CHCHD2","negbinomial.size",7.49589527093342e-09,8.850624301935e-09,"OK",13279,TRUE
"STX8","negbinomial.size",2.44374073084053e-33,5.96900185269494e-33,"OK",3578,TRUE
"CCNT1","negbinomial.size",4.0267540599933e-36,1.04599156360784e-35,"OK",2463,TRUE
"S100A10","negbinomial.size",3.13645321915115e-30,7.17612556153887e-30,"OK",13838,TRUE
"BPGM","negbinomial.size",1.6256684307264e-32,3.90917386501726e-32,"OK",4398,TRUE
"AC108134.3","negbinomial.size",5.59210780265906e-45,1.71075907249189e-44,"OK",430,TRUE
"NCR3","negbinomial.size",2.44425003979921e-59,9.26849359497288e-59,"OK",5816,TRUE
"CCPG1","negbinomial.size",1.49687622796937e-19,2.52663388207437e-19,"OK",3126,TRUE
"GALM","negbinomial.size",6.03908675364437e-17,9.37636304127033e-17,"OK",1386,TRUE
"GGNBP2","negbinomial.size",8.02347209638367e-67,3.41233548569729e-66,"OK",7442,TRUE
"MAP3K13","negbinomial.size",2.27794548488739e-08,2.64783695429836e-08,"OK",1582,TRUE
"AL139099.1","negbinomial.size",1.95636265192065e-25,3.87520602010583e-25,"OK",131,TRUE
"AC023157.3","negbinomial.size",1.86128444819786e-16,2.84304645643744e-16,"OK",611,TRUE
"TUBB4A","negbinomial.size",5.14926048233545e-21,8.99254910320901e-21,"OK",272,TRUE
"HMGCS1","negbinomial.size",1.60106872029632e-18,2.6209192862813e-18,"OK",4163,TRUE
"CD8B","negbinomial.size",2.01623044690684e-70,8.83475523099179e-70,"OK",597,TRUE
"CYLD","negbinomial.size",3.08266757204496e-15,4.45456759744539e-15,"OK",6025,TRUE
"SNHG21","negbinomial.size",2.49171299167166e-20,4.28250830343568e-20,"OK",672,TRUE
"ITPRIPL2","negbinomial.size",1.85658799252312e-33,4.54507827966439e-33,"OK",284,TRUE
"WDR74","negbinomial.size",8.13006020596136e-05,8.77755131245903e-05,"OK",3367,TRUE
"PPP1R10","negbinomial.size",0.00241544881442602,0.00253219356137749,"OK",8536,TRUE
"C9orf139","negbinomial.size",1.22746252914444e-21,2.18944590930451e-21,"OK",293,TRUE
"AC074044.1","negbinomial.size",2.19227718905948e-14,3.06777369230323e-14,"OK",378,TRUE
"PPP2R5A","negbinomial.size",3.71927544585002e-20,6.36709427154593e-20,"OK",3421,TRUE
"PAIP2","negbinomial.size",8.05552392569689e-27,1.66880911125469e-26,"OK",7968,TRUE
"SEC14L1","negbinomial.size",1.14915617661685e-64,4.72068133917037e-64,"OK",3820,TRUE
"MRPL18","negbinomial.size",1.06373436381852e-17,1.69525336893635e-17,"OK",5933,TRUE
"IGF2BP2","negbinomial.size",4.58986125620228e-23,8.56011097566874e-23,"OK",156,TRUE
"TSTD1","negbinomial.size",5.80781114720314e-06,6.42383599096563e-06,"OK",4997,TRUE
"CELF2","negbinomial.size",0.662070321801156,0.664828948141994,"OK",9138,TRUE
"SSR4","negbinomial.size",1.8703161283941e-13,2.52912449032843e-13,"OK",11983,TRUE
"TRAPPC1","negbinomial.size",5.69735483042468e-15,8.13532760183747e-15,"OK",6433,TRUE
"RGS14","negbinomial.size",2.88822177959192e-24,5.56354621663843e-24,"OK",2060,TRUE
"BCL2","negbinomial.size",4.67734014935917e-26,9.43734956647445e-26,"OK",3351,TRUE
"GYPC","negbinomial.size",1.49786397617228e-55,5.37891881509549e-55,"OK",9412,TRUE
"CSKMT","negbinomial.size",4.52747851322419e-06,5.01793607316468e-06,"OK",3693,TRUE
"NOSIP","negbinomial.size",9.88578675373197e-21,1.71127465832758e-20,"OK",3521,TRUE
"PIK3C2A","negbinomial.size",1.76072704037556e-37,4.72650612694876e-37,"OK",1797,TRUE
"NDUFA12","negbinomial.size",9.02887463897389e-28,1.91246377850922e-27,"OK",6008,TRUE
"GNAS","negbinomial.size",1.26558803791248e-29,2.82995923116718e-29,"OK",13714,TRUE
"TNIP1","negbinomial.size",7.68218346961463e-20,1.30892819682593e-19,"OK",3789,TRUE
"SMPD3","negbinomial.size",0.000358033542849191,0.000380673899235243,"OK",398,TRUE
"SUMO2","negbinomial.size",1.55330595210642e-20,2.6781562878528e-20,"OK",13008,TRUE
"PTP4A1","negbinomial.size",7.24129911949425e-54,2.55388256750943e-53,"OK",6696,TRUE
"RAB7A","negbinomial.size",3.80470332768841e-49,1.24283155387894e-48,"OK",5076,TRUE
"NLRP3","negbinomial.size",1.23678484006314e-26,2.5451483093899e-26,"OK",387,TRUE
"ATP8A1","negbinomial.size",8.83152748677405e-10,1.06894995082661e-09,"OK",2062,TRUE
"PDE7A","negbinomial.size",1.76234287306302e-78,8.41965130324603e-78,"OK",4132,TRUE
"GNAQ","negbinomial.size",4.79701164839334e-09,5.70121548787131e-09,"OK",864,TRUE
"DUSP6","negbinomial.size",2.10065242116518e-70,9.18611915626466e-70,"OK",2713,TRUE
"MID1IP1","negbinomial.size",8.75877173724581e-35,2.19627467029898e-34,"OK",928,TRUE
"RFX2","negbinomial.size",3.22883604629543e-12,4.19361999066754e-12,"OK",166,TRUE
"XCL2","negbinomial.size",7.12349006300209e-13,9.47904904702548e-13,"OK",10459,TRUE
"KLRC3","negbinomial.size",2.54674990634654e-36,6.65530186369356e-36,"OK",729,TRUE
"SNRNP70","negbinomial.size",0.000422098259224017,0.000447473667769742,"OK",5265,TRUE
"CERS6","negbinomial.size",4.34409544991486e-34,1.07560993503029e-33,"OK",820,TRUE
"MALAT1","negbinomial.size",5.15094122548991e-35,1.3082425665208e-34,"OK",16287,TRUE
"YWHAE","negbinomial.size",2.3098000118966e-38,6.3097685463523e-38,"OK",4528,TRUE
"TRAF3","negbinomial.size",7.97784920288782e-13,1.05964206497634e-12,"OK",811,TRUE
"CCDC112","negbinomial.size",5.06041421405641e-40,1.43477626539717e-39,"OK",546,TRUE
"TRIO","negbinomial.size",3.29979356781455e-17,5.18265912280214e-17,"OK",542,TRUE
"WIPF2","negbinomial.size",1.29505298411297e-13,1.76221450598559e-13,"OK",1709,TRUE
"FCGBP","negbinomial.size",2.51823720467251e-15,3.65110728404724e-15,"OK",173,TRUE
"LINC00484","negbinomial.size",1.32099467965446e-16,2.02776890316385e-16,"OK",274,TRUE
"C1orf56","negbinomial.size",1.81966695237372e-31,4.28540458164885e-31,"OK",6478,TRUE
"PSAP","negbinomial.size",8.26661782224954e-38,2.23291333206217e-37,"OK",5612,TRUE
"PSMA7","negbinomial.size",4.42369901048574e-29,9.70172209680847e-29,"OK",10125,TRUE
"CSNK1D","negbinomial.size",1.02038853811456e-62,4.09098473044451e-62,"OK",6340,TRUE
"H3F3B","negbinomial.size",4.26001733209126e-100,2.56666044258498e-99,"OK",16257,TRUE
"STARD3NL","negbinomial.size",1.01850213293311e-23,1.94124000556408e-23,"OK",4821,TRUE
"PEG10","negbinomial.size",1.62630239494604e-24,3.15232340897048e-24,"OK",184,TRUE
"ASF1A","negbinomial.size",2.82509617816196e-19,4.73176340574e-19,"OK",1220,TRUE
"SNTB2","negbinomial.size",0.0445244173415436,0.0456612109757958,"OK",2707,TRUE
