marker	cell_name	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	pct.diff
CD79A	T cell	0	2.56412047974356	0.956	0.033	0	7	0.923
CD79A	T cell	0	1.27569139539396	0.784	0.032	0	5	0.752
CD79A	B cell	0	2.56412047974356	0.956	0.033	0	7	0.923
CD79A	B cell	0	1.27569139539396	0.784	0.032	0	5	0.752
CD79A	B cell	0	2.56412047974356	0.956	0.033	0	7	0.923
CD79A	B cell	0	1.27569139539396	0.784	0.032	0	5	0.752
CD79A	B cell	0	2.56412047974356	0.956	0.033	0	7	0.923
CD79A	B cell	0	1.27569139539396	0.784	0.032	0	5	0.752
CD79A	Plasma cell	0	2.56412047974356	0.956	0.033	0	7	0.923
CD79A	Plasma cell	0	1.27569139539396	0.784	0.032	0	5	0.752
CD79A	B cell	0	2.56412047974356	0.956	0.033	0	7	0.923
CD79A	B cell	0	1.27569139539396	0.784	0.032	0	5	0.752
CD79A	Plasma cell	0	2.56412047974356	0.956	0.033	0	7	0.923
CD79A	Plasma cell	0	1.27569139539396	0.784	0.032	0	5	0.752
CD79A	B cell	0	2.56412047974356	0.956	0.033	0	7	0.923
CD79A	B cell	0	1.27569139539396	0.784	0.032	0	5	0.752
CLEC9A	CLEC9A+ dendritic cell	0	1.76303861581729	0.942	0.001	0	9	0.941
CLEC9A	Conventional dendritic cell(cDC)	0	1.76303861581729	0.942	0.001	0	9	0.941
CLEC9A	Dendritic cell	0	1.76303861581729	0.942	0.001	0	9	0.941
CLEC9A	Hematopoietic stem cell	0	1.76303861581729	0.942	0.001	0	9	0.941
CLEC9A	Myeloid conventional dendritic cell	0	1.76303861581729	0.942	0.001	0	9	0.941
CLEC9A	Dendritic cell	0	1.76303861581729	0.942	0.001	0	9	0.941
CLEC9A	Conventional dendritic cell 1(cDC1)	0	1.76303861581729	0.942	0.001	0	9	0.941
CLEC9A	Conventional dendritic cell 1(cDC1)	0	1.76303861581729	0.942	0.001	0	9	0.941
CLEC9A	Dendritic cell	0	1.76303861581729	0.942	0.001	0	9	0.941
CLEC9A	Conventional dendritic cell 1(cDC1)	0	1.76303861581729	0.942	0.001	0	9	0.941
CPVL	Astrocyte	0	3.00134292917018	0.983	0.023	0	9	0.96
CPVL	Paneth cell	0	3.00134292917018	0.983	0.023	0	9	0.96
CPVL	Microglial cell	0	3.00134292917018	0.983	0.023	0	9	0.96
CPVL	CD141+CLEC9A+ dendritic cell	0	3.00134292917018	0.983	0.023	0	9	0.96
CST3	Monocyte	0	2.33122926529983	0.969	0.123	0	8	0.846
CST3	Astrocyte	0	2.33122926529983	0.969	0.123	0	8	0.846
CST3	Dendritic cell	0	2.33122926529983	0.969	0.123	0	8	0.846
CST3	Dendritic cell	0	2.33122926529983	0.969	0.123	0	8	0.846
CST3	Monocyte precursor	0	2.33122926529983	0.969	0.123	0	8	0.846
CST3	Astrocyte	0	2.33122926529983	0.969	0.123	0	8	0.846
CST3	Neuron	0	2.33122926529983	0.969	0.123	0	8	0.846
CST3	Monocyte	0	2.33122926529983	0.969	0.123	0	8	0.846
CST3	Megakaryocyte	0	2.33122926529983	0.969	0.123	0	8	0.846
CST3	Dendritic cell	0	2.33122926529983	0.969	0.123	0	8	0.846
CST3	Mast cell	0	2.33122926529983	0.969	0.123	0	8	0.846
CST3	Astrocyte	0	2.33122926529983	0.969	0.123	0	8	0.846
CST3	Dendritic cell	0	2.33122926529983	0.969	0.123	0	8	0.846
DERL3	B cell	0	1.47144497672522	0.842	0.014	0	5	0.828
DERL3	Plasma cell	0	1.47144497672522	0.842	0.014	0	5	0.828
DERL3	Retinoid acid signaling-responsive fetal germ cell	0	1.47144497672522	0.842	0.014	0	5	0.828
DERL3	B cell	0	1.47144497672522	0.842	0.014	0	5	0.828
FCER1G	Monocyte	0	0.770496824531438	0.903	0.452	0	1	0.451
FCER1G	Activated memory B cell	0	0.770496824531438	0.903	0.452	0	1	0.451
FCER1G	Microglial cell	0	0.770496824531438	0.903	0.452	0	1	0.451
FCER1G	Microglial cell	0	0.770496824531438	0.903	0.452	0	1	0.451
FCER1G	Myeloid cell	0	0.770496824531438	0.903	0.452	0	1	0.451
FCER1G	Hematopoietic cell	0	0.770496824531438	0.903	0.452	0	1	0.451
FCER1G	Paneth cell	0	0.770496824531438	0.903	0.452	0	1	0.451
FCER1G	Natural killer T (NKT) cell	0	0.770496824531438	0.903	0.452	0	1	0.451
FCER1G	Macrophage	0	0.770496824531438	0.903	0.452	0	1	0.451
FCGR3A	Neutrophil	0	1.00740496236755	0.854	0.297	0	0	0.557
FCGR3A	Macrophage	0	1.00740496236755	0.854	0.297	0	0	0.557
FCGR3A	Monocyte	0	1.00740496236755	0.854	0.297	0	0	0.557
FCGR3A	Immune cell	0	1.00740496236755	0.854	0.297	0	0	0.557
FCGR3A	Natural killer cell	0	1.00740496236755	0.854	0.297	0	0	0.557
FCGR3A	CD1C-CD141- dendritic cell	0	1.00740496236755	0.854	0.297	0	0	0.557
FCGR3A	Myeloid cell	0	1.00740496236755	0.854	0.297	0	0	0.557
FCGR3A	Immune cell	0	1.00740496236755	0.854	0.297	0	0	0.557
FCGR3A	Monocyte	0	1.00740496236755	0.854	0.297	0	0	0.557
FCGR3A	Monocyte	0	1.00740496236755	0.854	0.297	0	0	0.557
FCGR3A	Monocyte	0	1.00740496236755	0.854	0.297	0	0	0.557
FCGR3A	Natural killer cell	0	1.00740496236755	0.854	0.297	0	0	0.557
FCGR3A	Myeloid cell	0	1.00740496236755	0.854	0.297	0	0	0.557
FCGR3A	Myeloid cell	0	1.00740496236755	0.854	0.297	0	0	0.557
FCGR3A	Effector CD8+ memory T (Tem) cell	0	1.00740496236755	0.854	0.297	0	0	0.557
FCGR3A	Monocyte	0	1.00740496236755	0.854	0.297	0	0	0.557
FCGR3A	Macrophage	0	1.00740496236755	0.854	0.297	0	0	0.557
FCGR3A	CD16 monocyte	0	1.00740496236755	0.854	0.297	0	0	0.557
FCGR3A	Monocyte	0	1.00740496236755	0.854	0.297	0	0	0.557
FCGR3A	CD14+ monocyte	0	1.00740496236755	0.854	0.297	0	0	0.557
FCGR3A	Leukocyte	0	1.00740496236755	0.854	0.297	0	0	0.557
FCGR3A	Paneth cell	0	1.00740496236755	0.854	0.297	0	0	0.557
FCGR3A	Monocyte	0	1.00740496236755	0.854	0.297	0	0	0.557
FCGR3A	Neutrophil	0	1.00740496236755	0.854	0.297	0	0	0.557
FCGR3A	Natural killer T(NKT) cell	0	1.00740496236755	0.854	0.297	0	0	0.557
FCGR3A	Natural killer T (NKT) cell	0	1.00740496236755	0.854	0.297	0	0	0.557
FCGR3A	Monocyte	0	1.00740496236755	0.854	0.297	0	0	0.557
FCGR3A	Myeloid cell	0	1.00740496236755	0.854	0.297	0	0	0.557
FCGR3A	CD8+ recently activated effector memory or effector T cell (CTL)	0	1.00740496236755	0.854	0.297	0	0	0.557
FCGR3A	Monocyte	0	1.00740496236755	0.854	0.297	0	0	0.557
FCGR3A	CD16+ monocyte	0	1.00740496236755	0.854	0.297	0	0	0.557
FCGR3A	Monocyte	0	1.00740496236755	0.854	0.297	0	0	0.557
FCGR3A	CD16+ monocyte	0	1.00740496236755	0.854	0.297	0	0	0.557
FCGR3A	Monocyte	0	1.00740496236755	0.854	0.297	0	0	0.557
FCGR3A	Macrophage	0	1.00740496236755	0.854	0.297	0	0	0.557
FCGR3A	Macrophage	0	1.00740496236755	0.854	0.297	0	0	0.557
FCGR3A	T cell large granular lymphocytic leukemia cell	0	1.00740496236755	0.854	0.297	0	0	0.557
FGFBP2	Cytotoxic CD8+ T cell	0	1.96645661503157	0.847	0.093	0	0	0.754
FGFBP2	Natural killer T (NKT) cell	0	1.96645661503157	0.847	0.093	0	0	0.754
FGFBP2	Effector CD8+ memory T (Tem) cell	0	1.96645661503157	0.847	0.093	0	0	0.754
FGFBP2	Natural killer T(NKT) cell	0	1.96645661503157	0.847	0.093	0	0	0.754
FGFBP2	Memory CD8+ T cell	0	1.96645661503157	0.847	0.093	0	0	0.754
FGFBP2	CD8+ T cell	0	1.96645661503157	0.847	0.093	0	0	0.754
FGFBP2	Natural killer cell	0	1.96645661503157	0.847	0.093	0	0	0.754
FGFBP2	CD8+ recently activated effector memory or effector T cell (CTL)	0	1.96645661503157	0.847	0.093	0	0	0.754
FGFBP2	Cytotoxic T cell	0	1.96645661503157	0.847	0.093	0	0	0.754
GNLY	Memory CD8+ T cell	0	1.48382409166047	0.919	0.388	0	0	0.531
GNLY	Cytotoxic CD8+ T cell	0	1.48382409166047	0.919	0.388	0	0	0.531
GNLY	Natural killer cell	0	1.48382409166047	0.919	0.388	0	0	0.531
GNLY	Natural killer cell	0	1.48382409166047	0.919	0.388	0	0	0.531
GNLY	Natural killer cell	0	1.48382409166047	0.919	0.388	0	0	0.531
GNLY	Natural killer cell	0	1.48382409166047	0.919	0.388	0	0	0.531
GNLY	Natural killer T(NKT) cell	0	1.48382409166047	0.919	0.388	0	0	0.531
GNLY	Natural killer T (NKT) cell	0	1.48382409166047	0.919	0.388	0	0	0.531
GNLY	Effector CD8+ memory T (Tem) cell	0	1.48382409166047	0.919	0.388	0	0	0.531
GNLY	Lymphocyte	0	1.48382409166047	0.919	0.388	0	0	0.531
GNLY	Natural killer cell	0	1.48382409166047	0.919	0.388	0	0	0.531
GNLY	Natural killer cell	0	1.48382409166047	0.919	0.388	0	0	0.531
GNLY	Natural killer cell	0	1.48382409166047	0.919	0.388	0	0	0.531
GNLY	Leukocyte	0	1.48382409166047	0.919	0.388	0	0	0.531
GNLY	Natural killer cell	0	1.48382409166047	0.919	0.388	0	0	0.531
GNLY	Natural killer cell	0	1.48382409166047	0.919	0.388	0	0	0.531
GNLY	Natural killer T (NKT) cell	0	1.48382409166047	0.919	0.388	0	0	0.531
GNLY	Natural killer cell	0	1.48382409166047	0.919	0.388	0	0	0.531
GNLY	Natural killer cell	0	1.48382409166047	0.919	0.388	0	0	0.531
GNLY	Cytotoxic CD8+ T cell	0	1.48382409166047	0.919	0.388	0	0	0.531
GNLY	Natural killer cell	0	1.48382409166047	0.919	0.388	0	0	0.531
GNLY	Natural killer cell	0	1.48382409166047	0.919	0.388	0	0	0.531
GNLY	Finally highly effector (TEMRA) memory T cell	0	1.48382409166047	0.919	0.388	0	0	0.531
GNLY	Monocyte	0	1.48382409166047	0.919	0.388	0	0	0.531
GNLY	CD4+ recently activated effector memory or effector T cell (CTL)	0	1.48382409166047	0.919	0.388	0	0	0.531
GNLY	Natural killer cell	0	1.48382409166047	0.919	0.388	0	0	0.531
GNLY	Natural killer cell	0	1.48382409166047	0.919	0.388	0	0	0.531
GNLY	Effector CD4+ T cell	0	1.48382409166047	0.919	0.388	0	0	0.531
GNLY	Effector CD8+ T cell	0	1.48382409166047	0.919	0.388	0	0	0.531
GNLY	Cytotoxic T cell	0	1.48382409166047	0.919	0.388	0	0	0.531
GPR183	Plasmacytoid dendritic cell	0	2.94224892394222	0.929	0.12	0	8	0.809
GPR183	Memory CD4+ T cell	0	2.94224892394222	0.929	0.12	0	8	0.809
GPR183	Memory CD8+ T cell	0	2.94224892394222	0.929	0.12	0	8	0.809
GPR183	B cell	0	2.94224892394222	0.929	0.12	0	8	0.809
GPR183	B cell	0	2.94224892394222	0.929	0.12	0	8	0.809
GPR183	Effector memory CD4+ T cell	0	2.94224892394222	0.929	0.12	0	8	0.809
GPR183	Naive CD8+ T cell	0	2.94224892394222	0.929	0.12	0	8	0.809
GPR183	Homeostatic microglial cell	0	2.94224892394222	0.929	0.12	0	8	0.809
GZMB	Natural killer cell	0	1.66648194226876	0.938	0.28	0	0	0.658
GZMB	Natural killer cell	0	1.66648194226876	0.938	0.28	0	0	0.658
GZMB	Cytotoxic CD4+ T cell	0	1.66648194226876	0.938	0.28	0	0	0.658
GZMB	Cytotoxic cell	0	1.66648194226876	0.938	0.28	0	0	0.658
GZMB	Cytotoxic T cell	0	1.66648194226876	0.938	0.28	0	0	0.658
GZMB	CD8+ T cell	0	1.66648194226876	0.938	0.28	0	0	0.658
GZMB	Effector CD4+ T cell	0	1.66648194226876	0.938	0.28	0	0	0.658
GZMB	T cell	0	1.66648194226876	0.938	0.28	0	0	0.658
GZMB	Natural killer cell	0	1.66648194226876	0.938	0.28	0	0	0.658
GZMB	Cytotoxic T cell	0	1.66648194226876	0.938	0.28	0	0	0.658
GZMB	Natural killer cell	0	1.66648194226876	0.938	0.28	0	0	0.658
GZMB	Cytotoxic CD8+ T cell	0	1.66648194226876	0.938	0.28	0	0	0.658
GZMB	Effector CD8+ T cell	0	1.66648194226876	0.938	0.28	0	0	0.658
GZMB	Natural killer cell	0	1.66648194226876	0.938	0.28	0	0	0.658
GZMB	Cytotoxic CD8 T cell	0	1.66648194226876	0.938	0.28	0	0	0.658
GZMB	Plasmacytoid dendritic cell	0	1.66648194226876	0.938	0.28	0	0	0.658
GZMB	Activated memory T cell	0	1.66648194226876	0.938	0.28	0	0	0.658
GZMB	Effector CD8+ memory T (Tem) cell	0	1.66648194226876	0.938	0.28	0	0	0.658
GZMB	Plasmacytoid dendritic cell(pDC)	0	1.66648194226876	0.938	0.28	0	0	0.658
GZMB	CD8+ T cell	0	1.66648194226876	0.938	0.28	0	0	0.658
GZMB	Exausted T(Tex) cell	0	1.66648194226876	0.938	0.28	0	0	0.658
GZMB	Cytotoxic T cell	0	1.66648194226876	0.938	0.28	0	0	0.658
GZMB	Responding conventional T cell	0	1.66648194226876	0.938	0.28	0	0	0.658
GZMH	CD8+ T cell	0	1.46536757889721	0.891	0.322	0	0	0.569
GZMH	Cytotoxic cell	0	1.46536757889721	0.891	0.322	0	0	0.569
GZMH	CD8+ recently activated effector memory or effector T cell (CTL)	0	1.46536757889721	0.891	0.322	0	0	0.569
GZMH	Cytotoxic T cell	0	1.46536757889721	0.891	0.322	0	0	0.569
GZMH	Natural killer cell	0	1.46536757889721	0.891	0.322	0	0	0.569
GZMH	Natural killer T (NKT) cell	0	1.46536757889721	0.891	0.322	0	0	0.569
GZMH	Finally highly effector (TEMRA) memory T cell	0	1.46536757889721	0.891	0.322	0	0	0.569
GZMH	Cytotoxic CD8+ T cell	0	1.46536757889721	0.891	0.322	0	0	0.569
GZMH	CD4+ recently activated effector memory or effector T cell (CTL)	0	1.46536757889721	0.891	0.322	0	0	0.569
GZMH	Memory CD8+ T cell	0	1.46536757889721	0.891	0.322	0	0	0.569
GZMK	T cell	0	1.05805852882606	0.841	0.332	0	1	0.509
GZMK	Effector memory CD8+ T cell	0	1.05805852882606	0.841	0.332	0	1	0.509
GZMK	GZMK CD8 cell	0	1.05805852882606	0.841	0.332	0	1	0.509
GZMK	Memory CD8+ T cell	0	1.05805852882606	0.841	0.332	0	1	0.509
GZMK	Cytotoxic T cell	0	1.05805852882606	0.841	0.332	0	1	0.509
GZMK	T cell	0	1.05805852882606	0.841	0.332	0	1	0.509
GZMK	Transitional CD8+ T cell	0	1.05805852882606	0.841	0.332	0	1	0.509
GZMK	Cytotoxic T cell	0	1.05805852882606	0.841	0.332	0	1	0.509
GZMK	Cytotoxic CD8+ T cell	0	1.05805852882606	0.841	0.332	0	1	0.509
GZMK	Memory CD4+ T cell	0	1.05805852882606	0.841	0.332	0	1	0.509
GZMK	Effector memory T cell	0	1.05805852882606	0.841	0.332	0	1	0.509
GZMK	Effector memory CD8 T cell	0	1.05805852882606	0.841	0.332	0	1	0.509
GZMK	Memory CD8+ T cell	0	1.05805852882606	0.841	0.332	0	1	0.509
GZMK	Memory T cell	0	1.05805852882606	0.841	0.332	0	1	0.509
GZMK	Natural killer T (NKT) cell	0	1.05805852882606	0.841	0.332	0	1	0.509
HLA-DQA1	B cell	0	2.40195272882111	0.965	0.179	0	8	0.786
HLA-DQA1	B cell	0	1.48649841818978	0.869	0.174	0	7	0.695
HLA-DQA1	Paneth cell	0	2.40195272882111	0.965	0.179	0	8	0.786
HLA-DQA1	Paneth cell	0	1.48649841818978	0.869	0.174	0	7	0.695
HLA-DQA1	Conventional dendritic cell 2(cDC2)	0	2.40195272882111	0.965	0.179	0	8	0.786
HLA-DQA1	Conventional dendritic cell 2(cDC2)	0	1.48649841818978	0.869	0.174	0	7	0.695
HLA-DQA1	B cell	0	2.40195272882111	0.965	0.179	0	8	0.786
HLA-DQA1	B cell	0	1.48649841818978	0.869	0.174	0	7	0.695
HLA-DQA1	Macrophage	0	2.40195272882111	0.965	0.179	0	8	0.786
HLA-DQA1	Macrophage	0	1.48649841818978	0.869	0.174	0	7	0.695
HLA-DQA1	Macrophage	0	2.40195272882111	0.965	0.179	0	8	0.786
HLA-DQA1	Macrophage	0	1.48649841818978	0.869	0.174	0	7	0.695
HLA-DRA	Paneth cell	0	2.2869863999149	0.991	0.29	0	7	0.701
HLA-DRA	Macrophage	0	2.2869863999149	0.991	0.29	0	7	0.701
HLA-DRA	Macrophage	0	2.2869863999149	0.991	0.29	0	7	0.701
HLA-DRA	B cell	0	2.2869863999149	0.991	0.29	0	7	0.701
HLA-DRA	CD8+ T cell	0	2.2869863999149	0.991	0.29	0	7	0.701
HLA-DRA	Monocyte	0	2.2869863999149	0.991	0.29	0	7	0.701
HLA-DRA	Dendritic cell	0	2.2869863999149	0.991	0.29	0	7	0.701
HLA-DRA	B cell	0	2.2869863999149	0.991	0.29	0	7	0.701
HLA-DRA	CD8+ T cell	0	2.2869863999149	0.991	0.29	0	7	0.701
HLA-DRA	Monocyte	0	2.2869863999149	0.991	0.29	0	7	0.701
HLA-DRA	Macrophage	0	2.2869863999149	0.991	0.29	0	7	0.701
HLA-DRA	Dendritic cell	0	2.2869863999149	0.991	0.29	0	7	0.701
HLA-DRA	Antigen-presenting cell	0	2.2869863999149	0.991	0.29	0	7	0.701
HLA-DRA	Microglial cell	0	2.2869863999149	0.991	0.29	0	7	0.701
HLA-DRA	B cell	0	2.2869863999149	0.991	0.29	0	7	0.701
HLA-DRA	Monocyte	0	2.2869863999149	0.991	0.29	0	7	0.701
HPGDS	T helper 2(Th2) cell	0	1.31882917804185	0.611	0.006	0	3	0.605
HPGDS	Mast cell	0	1.31882917804185	0.611	0.006	0	3	0.605
HPGDS	Mast cell	0	1.31882917804185	0.611	0.006	0	3	0.605
HPGDS	Paneth cell	0	1.31882917804185	0.611	0.006	0	3	0.605
HPGDS	Mast cell	0	1.31882917804185	0.611	0.006	0	3	0.605
ICOS	Follicular helper (Tfh) T cell	0	1.16370702876369	0.626	0.07	0	3	0.556
ICOS	T cell	0	1.16370702876369	0.626	0.07	0	3	0.556
ICOS	TolDC-induced regulatory T cell	0	1.16370702876369	0.626	0.07	0	3	0.556
ICOS	T follicular helper(Tfh) cell	0	1.16370702876369	0.626	0.07	0	3	0.556
ICOS	T cell	0	1.16370702876369	0.626	0.07	0	3	0.556
ICOS	T follicular helper(Tfh) cell	0	1.16370702876369	0.626	0.07	0	3	0.556
ICOS	Regulatory T(Treg) cell	0	1.16370702876369	0.626	0.07	0	3	0.556
ICOS	T follicular helper(Tfh) cell	0	1.16370702876369	0.626	0.07	0	3	0.556
ICOS	Follicular helper (Tfh) T cell	0	1.16370702876369	0.626	0.07	0	3	0.556
ICOS	CD8+ T cell	0	1.16370702876369	0.626	0.07	0	3	0.556
ICOS	T follicular helper(Tfh) cell	0	1.16370702876369	0.626	0.07	0	3	0.556
ICOS	Cytotoxic  lymphocyte	0	1.16370702876369	0.626	0.07	0	3	0.556
ICOS	T follicular helper(Tfh) cell	0	1.16370702876369	0.626	0.07	0	3	0.556
ICOS	Activated T cell	0	1.16370702876369	0.626	0.07	0	3	0.556
ICOS	Regulatory T(Treg) cell	0	1.16370702876369	0.626	0.07	0	3	0.556
ICOS	Regulatory T(Treg) cell	0	1.16370702876369	0.626	0.07	0	3	0.556
ICOS	T cell	0	1.16370702876369	0.626	0.07	0	3	0.556
ICOS	T follicular helper(Tfh) cell	0	1.16370702876369	0.626	0.07	0	3	0.556
ICOS	Regulatory T(Treg) cell	0	1.16370702876369	0.626	0.07	0	3	0.556
ICOS	Regulatory T(Treg) cell	0	1.16370702876369	0.626	0.07	0	3	0.556
ICOS	T cell	0	1.16370702876369	0.626	0.07	0	3	0.556
IGHG1	Plasma cell	0	5.70134808668113	0.912	0.127	0	5	0.785
IGHG1	Plasma cell	0	5.70134808668113	0.912	0.127	0	5	0.785
IGHG1	B cell	0	5.70134808668113	0.912	0.127	0	5	0.785
IGHG1	Memory B cell	0	5.70134808668113	0.912	0.127	0	5	0.785
IGHG1	B cell	0	5.70134808668113	0.912	0.127	0	5	0.785
IGHG1	Memory B cell	0	5.70134808668113	0.912	0.127	0	5	0.785
IGHG1	Plasma cell	0	5.70134808668113	0.912	0.127	0	5	0.785
IGHG1	Plasma cell	0	5.70134808668113	0.912	0.127	0	5	0.785
IGHG1	Plasma cell	0	5.70134808668113	0.912	0.127	0	5	0.785
IGHG1	Memory B cell	0	5.70134808668113	0.912	0.127	0	5	0.785
IGHG1	B cell	0	5.70134808668113	0.912	0.127	0	5	0.785
IGHG1	B cell	0	5.70134808668113	0.912	0.127	0	5	0.785
IGHG1	Plasma cell	0	5.70134808668113	0.912	0.127	0	5	0.785
IGHM	Naive B cell	0	1.50374065509409	0.748	0.055	0	7	0.693
IGHM	B cell	0	1.50374065509409	0.748	0.055	0	7	0.693
IGHM	Naive B cell	0	1.50374065509409	0.748	0.055	0	7	0.693
IGHM	Naive B cell	0	1.50374065509409	0.748	0.055	0	7	0.693
IGHM	B cell	0	1.50374065509409	0.748	0.055	0	7	0.693
IGHM	B cell	0	1.50374065509409	0.748	0.055	0	7	0.693
IL7R	Regulatory T(Treg) cell	0	1.94475540822885	0.974	0.135	0	3	0.839
IL7R	Natural killer T(NKT) cell	0	1.94475540822885	0.974	0.135	0	3	0.839
IL7R	Effector memory CD4+ T cell	0	1.94475540822885	0.974	0.135	0	3	0.839
IL7R	Memory T cell	0	1.94475540822885	0.974	0.135	0	3	0.839
IL7R	CD4+ T cell	0	1.94475540822885	0.974	0.135	0	3	0.839
IL7R	Memory T(Tm) cell	0	1.94475540822885	0.974	0.135	0	3	0.839
IL7R	Memory Stem Cell(Tscm)	0	1.94475540822885	0.974	0.135	0	3	0.839
IL7R	Memory CD8+ T cell	0	1.94475540822885	0.974	0.135	0	3	0.839
IL7R	Effector memory T cell	0	1.94475540822885	0.974	0.135	0	3	0.839
IL7R	Effector memory T cell	0	1.94475540822885	0.974	0.135	0	3	0.839
IL7R	Naive CD8+ T cell	0	1.94475540822885	0.974	0.135	0	3	0.839
IL7R	Natural killer T (NKT) cell	0	1.94475540822885	0.974	0.135	0	3	0.839
IL7R	CD8+ T cell	0	1.94475540822885	0.974	0.135	0	3	0.839
IL7R	Natural killer cell	0	1.94475540822885	0.974	0.135	0	3	0.839
IL7R	Naive CD8+ T cell	0	1.94475540822885	0.974	0.135	0	3	0.839
IL7R	T cell	0	1.94475540822885	0.974	0.135	0	3	0.839
IL7R	CD4+ T cell	0	1.94475540822885	0.974	0.135	0	3	0.839
IL7R	B cell	0	1.94475540822885	0.974	0.135	0	3	0.839
IL7R	T cell	0	1.94475540822885	0.974	0.135	0	3	0.839
IL7R	Memory CD4+ T cell	0	1.94475540822885	0.974	0.135	0	3	0.839
IL7R	Natural killer T (NKT) cell	0	1.94475540822885	0.974	0.135	0	3	0.839
IL7R	Lymphocyte	0	1.94475540822885	0.974	0.135	0	3	0.839
IL7R	CD8+ T cell	0	1.94475540822885	0.974	0.135	0	3	0.839
IL7R	CD4+ T cell	0	1.94475540822885	0.974	0.135	0	3	0.839
IL7R	Regulatory T(Treg) cell	0	1.94475540822885	0.974	0.135	0	3	0.839
IL7R	T cell	0	1.94475540822885	0.974	0.135	0	3	0.839
IL7R	Circulating fetal cell	0	1.94475540822885	0.974	0.135	0	3	0.839
IL7R	CD4+ T cell	0	1.94475540822885	0.974	0.135	0	3	0.839
IL7R	T cell	0	1.94475540822885	0.974	0.135	0	3	0.839
IL7R	Mural cell	0	1.94475540822885	0.974	0.135	0	3	0.839
IL7R	Lymphoid cell	0	1.94475540822885	0.974	0.135	0	3	0.839
IL7R	Helper innate lymphoid cell	0	1.94475540822885	0.974	0.135	0	3	0.839
IL7R	T cell	0	1.94475540822885	0.974	0.135	0	3	0.839
IL7R	T cell	0	1.94475540822885	0.974	0.135	0	3	0.839
IL7R	CD4+ T cell	0	1.94475540822885	0.974	0.135	0	3	0.839
IL7R	T cell	0	1.94475540822885	0.974	0.135	0	3	0.839
IL7R	CD4+ T cell	0	1.94475540822885	0.974	0.135	0	3	0.839
IL7R	T cell	0	1.94475540822885	0.974	0.135	0	3	0.839
IL7R	Activated CD4+ T cell	0	1.94475540822885	0.974	0.135	0	3	0.839
IL7R	CD4+ T cell	0	1.94475540822885	0.974	0.135	0	3	0.839
JCHAIN	Plasma cell	0	3.86280489134889	0.828	0.037	0	5	0.791
JCHAIN	Plasma cell	0	3.86280489134889	0.828	0.037	0	5	0.791
JCHAIN	B cell	0	3.86280489134889	0.828	0.037	0	5	0.791
JCHAIN	Plasmacytoid dendritic cell(pDC)	0	3.86280489134889	0.828	0.037	0	5	0.791
JCHAIN	B cell	0	3.86280489134889	0.828	0.037	0	5	0.791
JCHAIN	B cell	0	3.86280489134889	0.828	0.037	0	5	0.791
JCHAIN	Plasmacytoid dendritic cell(pDC)	0	3.86280489134889	0.828	0.037	0	5	0.791
JCHAIN	B cell	0	3.86280489134889	0.828	0.037	0	5	0.791
JCHAIN	Plasma cell	0	3.86280489134889	0.828	0.037	0	5	0.791
JCHAIN	Plasmacytoid dendritic cell	0	3.86280489134889	0.828	0.037	0	5	0.791
JCHAIN	Plasmacytoid dendritic cell	0	3.86280489134889	0.828	0.037	0	5	0.791
KLF4	Stem cell	0	1.7238237309838	0.884	0.086	0	8	0.798
KLF4	Cancer stem cell	0	1.7238237309838	0.884	0.086	0	8	0.798
KLF4	Embryonic stem cell	0	1.7238237309838	0.884	0.086	0	8	0.798
KLF4	Induced pluripotent stem cell	0	1.7238237309838	0.884	0.086	0	8	0.798
KLF4	Pluripotent stem cell	0	1.7238237309838	0.884	0.086	0	8	0.798
KLF4	Stem cell	0	1.7238237309838	0.884	0.086	0	8	0.798
KLF4	Adipose-derived stem cell	0	1.7238237309838	0.884	0.086	0	8	0.798
KLF4	Adipose-derived stromal cell	0	1.7238237309838	0.884	0.086	0	8	0.798
KLF4	Human-induced pluripotent stem cell (iPSC)	0	1.7238237309838	0.884	0.086	0	8	0.798
KLF4	Mitotic fetal germ cell	0	1.7238237309838	0.884	0.086	0	8	0.798
KLF4	AXL+SIGLEC6+ dendritic cell	0	1.7238237309838	0.884	0.086	0	8	0.798
KLF4	Cancer stem cell	0	1.7238237309838	0.884	0.086	0	8	0.798
KLF4	Epithelial cell	0	1.7238237309838	0.884	0.086	0	8	0.798
KLF4	Endothelial cell	0	1.7238237309838	0.884	0.086	0	8	0.798
KLF4	Cancer stem cell	0	1.7238237309838	0.884	0.086	0	8	0.798
KLF4	Cancer stem cell	0	1.7238237309838	0.884	0.086	0	8	0.798
KLF4	Gonadal endothelial cell	0	1.7238237309838	0.884	0.086	0	8	0.798
KLF4	Naive human pluripotent stem cell	0	1.7238237309838	0.884	0.086	0	8	0.798
KLF4	Neuroepithelial cell	0	1.7238237309838	0.884	0.086	0	8	0.798
KLRC1	Natural killer cell	0	0.894392872590571	0.543	0.172	0	1	0.371
KLRC1	Natural killer cell	0	0.894392872590571	0.543	0.172	0	1	0.371
KLRC1	Natural killer cell	0	0.894392872590571	0.543	0.172	0	1	0.371
KLRC1	Natural killer T(NKT) cell	0	0.894392872590571	0.543	0.172	0	1	0.371
KLRC1	Natural killer cell	0	0.894392872590571	0.543	0.172	0	1	0.371
KLRC1	Natural killer T (NKT) cell	0	0.894392872590571	0.543	0.172	0	1	0.371
